Id,SalePrice
1461,127318.45376527021
1462,149791.4049809977
1463,185501.22775934267
1464,187012.23364290842
1465,202551.8862810098
1466,178385.33215267654
1467,163705.57629998212
1468,171766.030625044
1469,179712.79850030772
1470,121760.81508282774
1471,195898.8454941973
1472,98694.19652579415
1473,102525.1531021174
1474,160770.85932879712
1475,145211.5995747712
1476,319770.3570927097
1477,245829.8957531168
1478,297917.075533992
1479,285544.5878406914
1480,436320.71933673206
1481,298222.51368394046
1482,209319.40105293773
1483,176497.95201584298
1484,177407.76725668382
1485,169796.54666995202
1486,194295.45989567248
1487,318605.854696741
1488,233797.23452996675
1489,200334.25162869928
1490,194668.86738654086
1491,193764.4173428014
1492,106085.35538675034
1493,173479.08108516686
1494,291624.82472288475
1495,289159.31401846715
1496,234239.32313783612
1497,199191.7883343432
1498,159414.43122314193
1499,159079.5005513446
1500,145697.6032138806
1501,174685.28276948121
1502,169633.63063310986
1503,278227.1183201816
1504,224312.59259515157
1505,224033.93241278201
1506,181131.88403174264
1507,204198.94794068908
1508,199393.7044442847
1509,164249.7449332008
1510,151268.13180315023
1511,150332.34935207677
1512,177151.88869535568
1513,151864.02147666115
1514,176119.15132316313
1515,169461.60630389318
1516,161112.70409491172
1517,150644.53739226048
1518,132298.60734251083
1519,225230.683665286
1520,136298.31929448916
1521,139984.016462144
1522,160966.37121694078
1523,111897.57658536787
1524,119200.30211389271
1525,126005.4885832277
1526,124017.18079387858
1527,101145.45328221441
1528,125612.06274588912
1529,142071.15955664712
1530,164907.78311784132
1531,128221.84493226706
1532,105128.7722290226
1533,140727.04194624067
1534,113226.80960033614
1535,172947.33243056282
1536,116852.42454794252
1537,88274.59906789617
1538,191413.9230200203
1539,267766.1005704175
1540,120177.87911961232
1541,149991.29086438514
1542,165901.3473641652
1543,232300.92030832014
1544,81895.5301525997
1545,108860.92047800853
1546,122322.96141759443
1547,141375.89977162558
1548,140531.23690014146
1549,111081.46548750786
1550,152345.35655697976
1551,119253.07423102894
1552,144251.00499458276
1553,145109.61683734573
1554,116987.73547116712
1555,192708.23167304246
1556,96237.03904223771
1557,126591.03759834344
1558,99118.9944662585
1559,129062.40642903364
1560,163138.8121515737
1561,164918.57801501505
1562,123623.58234804384
1563,121277.61603896829
1564,161669.33923103736
1565,158470.4766303915
1566,213177.61920117922
1567,87167.64329906671
1568,223987.13327534328
1569,158756.74307701716
1570,125310.6630229127
1571,140381.0661986808
1572,143322.04422306266
1573,238689.53088171626
1574,143704.73633992867
1575,211530.3689143897
1576,207771.56670388865
1577,196110.33828117064
1578,150880.58187380637
1579,140210.03130342648
1580,196188.7314299463
1581,136206.08561955442
1582,129757.91622439254
1583,336745.47072294494
1584,240320.13651816253
1585,139033.3871147205
1586,83268.07244163116
1587,110895.55142767528
1588,147676.9475489788
1589,103897.06428049572
1590,133999.48834466786
1591,105404.45297981109
1592,127713.54068359913
1593,111479.81127131205
1594,137086.43404544235
1595,126928.46992475206
1596,254523.34021711556
1597,171522.89745132666
1598,189688.09297821473
1599,207292.66954481404
1600,200900.8411668099
1601,78043.16659428712
1602,112438.23583606943
1603,102868.64407026718
1604,293337.3180972745
1605,247104.71286503423
1606,168255.52538931707
1607,164215.3893829153
1608,205863.83941612425
1609,192241.0147979528
1610,157414.9729229397
1611,148022.68626580117
1612,165133.05583871983
1613,169532.29280639134
1614,114544.71940331772
1615,88196.70523713472
1616,85735.8144911382
1617,89227.56968871254
1618,124282.03298459128
1619,128625.32919320549
1620,156804.28089086662
1621,139821.536114923
1622,154724.32472941777
1623,290114.53799945995
1624,203470.26817409616
1625,129979.3328775496
1626,166608.8637031132
1627,182631.1708595421
1628,278558.3922810551
1629,177774.08748086172
1630,356824.99440895586
1631,217501.84963021424
1632,259223.6372132322
1633,165754.5676264072
1634,180033.10358662542
1635,181734.18725509272
1636,160113.4220618553
1637,175735.42757990432
1638,217098.3584582893
1639,177885.58934574062
1640,244122.4154574276
1641,177216.4711343239
1642,221396.33911645872
1643,222688.70324102583
1644,217708.23150043946
1645,177855.00570747582
1646,152497.23525014825
1647,160055.23936551737
1648,144389.60643152441
1649,139007.02604710197
1650,122854.09700950496
1651,120485.92330791596
1652,98458.70587358142
1653,101278.68201322328
1654,163919.7224349063
1655,156903.4720980086
1656,159031.9261999153
1657,162992.59800508537
1658,158182.7193691116
1659,148457.10464666653
1660,141676.06314554607
1661,444362.05087905
1662,343603.79336405837
1663,363973.0086121944
1664,421135.8050919993
1665,312242.2054394126
1666,353833.00487310137
1667,341633.2005061544
1668,326491.6828987548
1669,300804.67459264304
1670,334395.5038781781
1671,259304.4943612383
1672,433782.9245330366
1673,314534.69316622266
1674,248098.62703497492
1675,182619.46634444693
1676,183797.07502900527
1677,199293.1102995728
1678,407676.8579541852
1679,396327.7423418758
1680,312385.6631212154
1681,255790.12067689508
1682,313867.5887578593
1683,189619.8488392111
1684,176218.83950035824
1685,174298.03797573305
1686,172255.53447035735
1687,168443.03904984842
1688,188833.09669746913
1689,191781.68418722015
1690,180830.0567419923
1691,169496.16748551693
1692,264651.4316071978
1693,168154.0336638147
1694,182138.44258986416
1695,169451.66754072558
1696,266748.212265679
1697,172432.92531675147
1698,334344.8318745568
1699,338845.42061321717
1700,240647.1367192402
1701,263079.04165226594
1702,263861.291078444
1703,246217.31617755647
1704,317321.3313027859
1705,235849.31763714887
1706,407031.67035691073
1707,204015.77719665947
1708,203478.10933515526
1709,265170.7060128801
1710,224602.5965427686
1711,262678.2428535293
1712,261105.32482597008
1713,257075.73446686685
1714,232092.98610828232
1715,205535.3084392063
1716,183062.02727052383
1717,171169.81867082356
1718,147209.09840220265
1719,197910.23573020447
1720,251823.61579134263
1721,169333.5455756025
1722,139410.39465913968
1723,157094.92029192453
1724,207550.37495249507
1725,232752.90049006543
1726,178936.39271354294
1727,172851.6175841489
1728,187088.60505814056
1729,159905.84311315313
1730,158958.74323453006
1731,121720.63184539707
1732,133827.49146308232
1733,130489.02911338612
1734,133166.01944802862
1735,128971.92469203776
1736,115776.46662883382
1737,362054.4357799029
1738,205671.48794199587
1739,280928.61140029744
1740,188535.76536261546
1741,175342.90364050897
1742,174378.5720849746
1743,169010.95700175417
1744,304196.38236163766
1745,234116.66556386248
1746,271169.5627200875
1747,218267.58365778634
1748,187995.0251670505
1749,161636.70839116268
1750,146085.5081735599
1751,220832.5954890902
1752,122254.95171531911
1753,147506.44205631138
1754,243196.95095109008
1755,164783.36660347678
1756,122712.30310908573
1757,122018.64778264213
1758,144377.63386848167
1759,178049.90981715487
1760,158109.27582792714
1761,146222.54114689358
1762,171400.97633977846
1763,173350.96049141575
1764,113429.63490805522
1765,172788.9890358835
1766,171642.42694727375
1767,204143.72085035825
1768,136870.20259187854
1769,166669.2815814013
1770,133037.42674280677
1771,131282.38835495524
1772,134796.34730173202
1773,134663.69893523998
1774,134275.7768383426
1775,130768.02362447501
1776,116594.17783496137
1777,112961.83275082854
1778,128831.32112364254
1779,118976.25339850812
1780,178490.2579817946
1781,130106.2370038229
1782,103613.06000415196
1783,131109.31757503413
1784,94449.8656132827
1785,118217.58197848243
1786,150553.55966549698
1787,173931.11341789193
1788,64742.408070852274
1789,100198.17089989653
1790,90798.56366931903
1791,166067.15633371525
1792,153775.73534563804
1793,143834.65794061555
1794,137726.42774221263
1795,138398.65016271628
1796,120385.24014150345
1797,122400.03021173038
1798,126113.20997144106
1799,113745.2331414901
1800,123159.30487813082
1801,134651.35107033295
1802,153735.66131072136
1803,149509.4744905895
1804,138373.75542285977
1805,138204.66259738329
1806,113499.40811164034
1807,152468.90075453417
1808,118609.11945420611
1809,130490.62900941947
1810,149231.85117773432
1811,118350.5608221933
1812,109182.52806090319
1813,120475.61894559894
1814,102014.54076058058
1815,69351.30486461407
1816,102217.38703692796
1817,133573.55646944128
1818,137675.4265496317
1819,115214.39692040088
1820,79419.79320153229
1821,126859.95359764778
1822,151226.40591987365
1823,75518.0147954894
1824,138660.02880032413
1825,143496.97207374492
1826,105018.62711658911
1827,110698.28605475972
1828,145196.08809179853
1829,114257.08600414215
1830,140816.50274023024
1831,166765.14426228794
1832,117561.24408175252
1833,149949.6574560992
1834,138258.90377824343
1835,171513.02068714678
1836,133562.57921622324
1837,94912.77277239673
1838,134678.68992522144
1839,88307.43128249214
1840,154771.40409150673
1841,147659.45872592373
1842,94861.95572208494
1843,140986.57948126004
1844,139451.37314007114
1845,137812.0383150888
1846,148830.748221645
1847,141919.87146663913
1848,69879.35084182085
1849,113734.21373136876
1850,128056.13357695147
1851,157946.8990058561
1852,128762.09223499888
1853,140641.88392211837
1854,171596.0375405781
1855,145917.84503529765
1856,213184.88847834538
1857,157319.09453671417
1858,145081.0816840688
1859,133733.17630769248
1860,148602.70614909023
1861,134415.31535531156
1862,275758.91263152886
1863,275244.16519285645
1864,275244.16519285645
1865,316509.3608910775
1866,325317.8414289576
1867,233910.4695858511
1868,313418.93609535944
1869,198069.13688935054
1870,254206.2586455696
1871,256717.50496041428
1872,174381.97290938505
1873,214697.6694233355
1874,137453.0515905758
1875,203273.17585467163
1876,192756.85424162817
1877,214887.60382083154
1878,222254.96467038646
1879,130588.1548135084
1880,137712.52519283476
1881,249689.7494329517
1882,252759.68709799845
1883,200365.14225254444
1884,219214.97418584683
1885,260862.09626441853
1886,317010.20373070904
1887,203702.35384865294
1888,280787.289448342
1889,162104.9748963244
1890,132417.93774667612
1891,140465.41727200997
1892,110526.15047502978
1893,135863.47476429775
1894,127053.73475673058
1895,155876.34885997116
1896,122796.1635881037
1897,114240.13530590465
1898,110070.3511469561
1899,124427.65389098434
1900,147281.24840076294
1901,178579.94805725696
1902,141010.04897356717
1903,226760.2802000823
1904,132670.7781525274
1905,174147.7572119726
1906,163377.78209656652
1907,202866.042171173
1908,118116.40460489033
1909,135714.6748226362
1910,127237.50307009688
1911,195183.0368941906
1912,271988.91377672745
1913,153099.9915584275
1914,78669.36377737061
1915,297413.2455172857
1916,84755.19851209987
1917,257475.52298915907
1918,134223.6783003184
1919,151447.11574016712
1920,153068.3817570817
1921,392909.9507326516
1922,308144.2397354567
1923,196187.60829628905
1924,223486.8136024343
1925,231943.1932402071
1926,386030.94878049934
1927,136333.26277133366
1928,163832.65138874078
1929,125207.45518015893
1930,128873.09395159673
1931,137844.3247783742
1932,135548.53515279
1933,175818.46509267876
1934,181642.58334023954
1935,173148.76517374718
1936,184188.11104985114
1937,183131.77604241794
1938,172879.09239718883
1939,251573.622828901
1940,202353.4981579243
1941,179938.45547439836
1942,195670.98055067786
1943,201889.51429765634
1944,332385.0809557024
1945,374942.9572611125
1946,157915.65537012336
1947,303523.99011760566
1948,163001.5230805299
1949,241298.38882271346
1950,178920.32800212447
1951,273429.5042977759
1952,233024.09144217608
1953,163303.7692609204
1954,215234.39205658025
1955,132373.75227040643
1956,281606.2246720047
1957,160892.10322107098
1958,302432.1232776541
1959,145556.1700072719
1960,115717.76078577609
1961,121901.1124875095
1962,104385.07224646921
1963,110543.69131407999
1964,113418.44994486956
1965,157741.22219204932
1966,156804.95394973882
1967,289655.91702032555
1968,419699.14139109413
1969,385119.97050717095
1970,420643.53473426955
1971,370214.66490517906
